Innings,Venue,Start_Date,End_Date,Player_Name,Team,Total_Impact,Runs,Impact_Runs,Batting_Impact,Bowl,Impact_Wickets,Bowling_Impact,Balls_Faced,Wickets,Runs_Conceded
9th Match (N),Jaipur,28-March-2024,28-March-2024,Ravichandran Ashwin,RR,39.05,29,32.19,37.61,0/30,-,1.44,19,0,30
9th Match (N),Jaipur,28-March-2024,28-March-2024,Mitchell Marsh,DC,37.57,23,30.13,37.57,-,-,0.0,12,0,0
9th Match (N),Jaipur,28-March-2024,28-March-2024,Kuldeep Yadav,DC,25.42,0,-,0,1/41,1.47,25.42,0,1,41
9th Match (N),Jaipur,28-March-2024,28-March-2024,Dhruv Jurel,RR,23.57,20,20.4,23.57,-,-,0.0,12,0,0
9th Match (N),Jaipur,28-March-2024,28-March-2024,Mukesh Kumar,DC,22.95,0,-,0,1/49,1.78,22.95,0,1,49
9th Match (N),Jaipur,28-March-2024,28-March-2024,Shimron Hetmyer,RR,21.11,14,15.53,21.11,-,-,0.0,7,0,0
9th Match (N),Jaipur,28-March-2024,28-March-2024,Sandeep Sharma,RR,11.6,0,-,0,0/36,-,11.6,0,0,36
9th Match (N),Jaipur,28-March-2024,28-March-2024,Rishabh Pant,DC,11.19,28,22.32,11.19,-,-,0.0,26,0,0
9th Match (N),Jaipur,28-March-2024,28-March-2024,Anrich Nortje,DC,9.16,0,-,0,1/48,0.95,9.16,0,1,48
9th Match (N),Jaipur,28-March-2024,28-March-2024,Sanju Samson,RR,8.21,15,11.86,8.21,-,-,0.0,14,0,0
9th Match (N),Jaipur,28-March-2024,28-March-2024,Trent Boult,RR,2.22,0,-,0,0/29,-,2.22,0,0,29
9th Match (N),Jaipur,28-March-2024,28-March-2024,Sumit Kumar,DC,0,0,-,0,-,-,0.0,0,0,0
9th Match (N),Jaipur,28-March-2024,28-March-2024,Yashasvi Jaiswal,RR,- 2.59,5,2.3,- 2.59,-,-,0.0,7,0,0
9th Match (N),Jaipur,28-March-2024,28-March-2024,Ricky Bhui,DC,- 5.21,0,- 2.46,- 5.21,-,-,0.0,2,0,0
9th Match (N),Jaipur,28-March-2024,28-March-2024,Abishek Porel,DC,- 5.33,9,2.56,- 5.33,-,-,0.0,10,0,0
9th Match (N),Jaipur,28-March-2024,28-March-2024,Jos Buttler,RR,- 11.79,11,2.5,- 11.79,-,-,0.0,16,0,0
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Sunil Narine,KKR,101.87,47,53.35,64.85,1/40,1.47,37.02,22,1,40
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Andre Russell,KKR,93.54,0,-,0,2/29,2.94,93.54,0,2,29
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Harshit Rana,KKR,69.28,0,-,0,2/39,2.98,69.28,0,2,39
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Virat Kohli,RCB,50.21,83,70.56,50.21,-,-,0,59,0,0
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Vijaykumar Vyshak,RCB,47.67,0,-,0,1/23,1.57,47.67,0,1,23
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Venkatesh Iyer,KKR,45.56,50,51.75,45.56,-,-,0,30,0,0
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Mayank Dagar,RCB,33.82,0,-,0,1/23,1.32,33.82,0,1,23
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Phil Salt,KKR,32.63,30,32.75,32.63,-,-,0,20,0,0
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Cameron Green,RCB,31.96,33,32.12,30.05,0/7,-,1.91,21,0,7
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Dinesh Karthik,RCB,31.58,20,24.03,31.58,-,-,0,8,0,0
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Shreyas Iyer,KKR,31.37,39,38.96,31.37,-,-,0,24,0,0
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Anukul Roy,KKR,28.08,0,-,0,0/6,-,28.08,0,0,6
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Glenn Maxwell,RCB,20.81,28,24.79,20.81,-,-,0,19,0,0
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Yash Dayal,RCB,6.9,0,-,0,1/46,0.66,6.9,0,1,46
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Faf du Plessis,RCB,6.32,8,7.34,6.32,-,-,0,6,0,0
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Varun Chakravarthy,KKR,4.61,0,-,0,0/20,-,4.61,0,0,20
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Mitchell Starc,KKR,1.97,0,-,0,0/47,-,1.97,0,0,47
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Rinku Singh,KKR,1.61,5,5,1.61,-,-,0,5,0,0
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Angkrish Raghuvanshi,KKR,0,0,-,0,-,-,0,0,0,0
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Ramandeep Singh,KKR,0,0,-,0,-,-,0,0,0,0
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Anuj Rawat,RCB,- 2.59,3,0.37,- 2.59,-,-,0,3,0,0
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Rajat Patidar,RCB,- 5.92,3,- 1.28,- 5.92,-,-,0,4,0,0
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Alzarri Joseph,RCB,- 13.31,0,-,0,0/34,-,- 13.31,0,0,34
10th Match (N),Bengaluru,29-March-2024,29-March-2024,Mohammed Siraj,RCB,- 16.05,0,-,0,0/46,-,- 16.05,0,0,46
11th Match (N),Lucknow,30-March-2024,30-March-2024,Mayank Yadav,LSG,107.29,0,-,0,3/27,4.2,107.29,0,3,27
11th Match (N),Lucknow,30-March-2024,30-March-2024,Sam Curran,PBKS,61.34,0,- 0.7,- 1.96,3/28,2.64,63.3,1,3,28
11th Match (N),Lucknow,30-March-2024,30-March-2024,Krunal Pandya,LSG,58.79,43,45.86,53.27,0/26,-,5.51,22,0,26
11th Match (N),Lucknow,30-March-2024,30-March-2024,Nicholas Pooran,LSG,58.54,42,47.85,58.54,-,-,0,21,0,0
11th Match (N),Lucknow,30-March-2024,30-March-2024,Shikhar Dhawan,PBKS,55.09,70,64.82,55.09,-,-,0,50,0,0
11th Match (N),Lucknow,30-March-2024,30-March-2024,Arshdeep Singh,PBKS,52.47,0,-,0,2/30,2.95,52.47,0,2,30
11th Match (N),Lucknow,30-March-2024,30-March-2024,Quinton de Kock,LSG,49.37,54,53.62,49.37,-,-,0,38,0,0
11th Match (N),Lucknow,30-March-2024,30-March-2024,Mohsin Khan,LSG,45.35,2,2.17,2.28,2/34,1.86,43.06,1,2,34
11th Match (N),Lucknow,30-March-2024,30-March-2024,Jonny Bairstow,PBKS,37.23,42,41.46,37.23,-,-,0,29,0,0
11th Match (N),Lucknow,30-March-2024,30-March-2024,Kagiso Rabada,PBKS,34.28,0,-,0,1/38,1.51,34.28,0,1,38
11th Match (N),Lucknow,30-March-2024,30-March-2024,Prabhsimran Singh,PBKS,32.52,19,25.01,32.52,-,-,0,7,0,0
11th Match (N),Lucknow,30-March-2024,30-March-2024,Marcus Stoinis,LSG,21.58,19,20.32,21.58,-,-,0,12,0,0
11th Match (N),Lucknow,30-March-2024,30-March-2024,KL Rahul,LSG,17.88,15,16.18,17.88,-,-,0,9,0,0
11th Match (N),Lucknow,30-March-2024,30-March-2024,Liam Livingstone,PBKS,15.56,28,24.59,15.56,-,-,0,17,0,0
11th Match (N),Lucknow,30-March-2024,30-March-2024,Ravi Bishnoi,LSG,13.29,0,- 1.02,- 1.32,0/25,-,14.61,1,0,25
11th Match (N),Lucknow,30-March-2024,30-March-2024,Harpreet Brar,PBKS,12.13,0,-,0,0/14,-,12.13,0,0,14
11th Match (N),Lucknow,30-March-2024,30-March-2024,Devdutt Padikkal,LSG,9.82,9,9.42,9.82,-,-,0,6,0,0
11th Match (N),Lucknow,30-March-2024,30-March-2024,Shashank Singh,PBKS,4.98,9,8.98,4.98,-,-,0,7,0,0
11th Match (N),Lucknow,30-March-2024,30-March-2024,Harshal Patel,PBKS,3.09,0,-,0,0/45,-,3.09,0,0,45
11th Match (N),Lucknow,30-March-2024,30-March-2024,Rahul Chahar,PBKS,1.47,0,-,0,1/42,1.16,1.47,0,1,42
11th Match (N),Lucknow,30-March-2024,30-March-2024,Manimaran Siddharth,LSG,1.08,0,-,0,0/21,-,1.08,0,0,21
11th Match (N),Lucknow,30-March-2024,30-March-2024,Naveen-ul-Haq,LSG,- 0.64,0,-,0,0/43,-,- 0.64,0,0,43
11th Match (N),Lucknow,30-March-2024,30-March-2024,Ayush Badoni,LSG,- 6.63,8,2.62,- 6.63,-,-,0,10,0,0
11th Match (N),Lucknow,30-March-2024,30-March-2024,Jitesh Sharma,PBKS,- 11.92,6,- 3.24,- 11.92,-,-,0,9,0,0
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,Mohit Sharma,GT,58.38,0,-,0,2/25,1.89,58.38,0,2,25
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,Rashid Khan,GT,48.24,0,-,0,1/33,1.88,48.24,0,1,33
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,Wriddhiman Saha,GT,44.57,25,32.58,44.57,-,-,0,13,0,0
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,Abdul Samad,SRH,43.55,29,35.93,43.55,-,-,0,14,0,0
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,Shubman Gill,GT,35.6,36,36.23,35.6,-,-,0,28,0,0
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,David Miller,GT,34.98,44,39.25,34.98,-,-,0,27,0,0
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,Heinrich Klaasen,SRH,33.53,24,28.57,33.53,-,-,0,13,0,0
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,Noor Ahmad,GT,32.69,0,-,0,1/32,1.11,32.69,0,1,32
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,Azmatullah Omarzai,GT,30.04,0,-,0,1/24,1.14,30.04,0,1,24
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,Sai Sudharsan,GT,29.83,45,39.1,29.83,-,-,0,36,0,0
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,Umesh Yadav,GT,29.15,0,-,0,1/28,1.39,29.15,0,1,28
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,Mayank Markande,SRH,28.45,0,-,0,1/33,1.64,28.45,0,1,33
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,Abhishek Sharma,SRH,28.38,29,29.54,28.38,-,-,0,20,0,0
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,Shahbaz Ahmed,SRH,24.35,22,12.91,3.82,1/20,1.4,20.53,20,1,20
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,Pat Cummins,SRH,20.82,2,0.85,- 0.38,1/28,0.72,21.2,2,1,28
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,Bhuvneshwar Kumar,SRH,18.23,0,-,0,0/27,-,18.23,0,0,27
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,Travis Head,SRH,17.19,19,19.8,17.19,-,-,0,14,0,0
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,Vijay Shankar,GT,9.84,14,13.95,9.84,-,-,0,11,0,0
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,Darshan Nalkande,GT,5.53,0,-,0,0/18,-,5.53,0,0,18
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,Mayank Agarwal,SRH,4.67,16,12.76,4.67,-,-,0,17,0,0
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,Rahul Tewatia,GT,0,0,-,0,-,-,0,0,0,0
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,Washington Sundar,SRH,- 1.72,0,- 1.6,- 1.97,0/27,-,0.25,1,0,27
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,Jaydev Unadkat,SRH,- 2.51,0,-,0,0/33,-,- 2.51,0,0,33
12th Match (D/N),Ahmedabad,31-March-2024,31-March-2024,Aiden Markram,SRH,- 2.67,17,10.17,- 2.67,-,-,0,19,0,0
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,Matheesha Pathirana,CSK,92.22,0,-,0,3/31,4.32,92.22,0,3,31
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,Khaleel Ahmed,DC,87.15,0,-,0,2/21,2.87,87.15,0,2,21
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,David Warner,DC,59.41,52,54.13,59.41,-,-,0,35,0,0
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,Rishabh Pant,DC,55.63,51,51.48,55.63,-,-,0,32,0,0
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,Prithvi Shaw,DC,53.93,43,47.39,53.93,-,-,0,27,0,0
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,Ajinkya Rahane,CSK,51.94,45,49.4,51.94,-,-,0,30,0,0
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,Mukesh Kumar,DC,46.65,0,-,0,3/21,2.55,46.65,0,3,21
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,Axar Patel,DC,35.57,7,3.03,- 3.38,1/20,1.34,38.95,8,1,20
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,MS Dhoni,CSK,34.51,37,37,34.51,-,-,0,16,0,0
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,Daryl Mitchell,CSK,29.64,34,33.78,29.64,-,-,0,26,0,0
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,Tushar Deshpande,CSK,26.83,0,-,0,0/24,-,26.83,0,0,24
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,Ravindra Jadeja,CSK,25.07,21,20.79,12.23,1/43,1.16,12.84,17,1,43
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,Mustafizur Rahman,CSK,15.5,0,-,0,1/47,1.21,15.5,0,1,47
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,Mitchell Marsh,DC,13.61,18,18.18,19.47,0/14,-,- 5.86,12,0,14
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,Ishant Sharma,DC,8.83,0,-,0,0/23,-,8.83,0,0,23
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,Abishek Porel,DC,6.78,9,7.88,6.78,-,-,0,6,0,0
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,Shivam Dube,CSK,6.56,18,15.2,6.56,-,-,0,17,0,0
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,Sameer Rizvi,CSK,- 1.65,0,- 0.54,- 1.65,-,-,0,1,0,0
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,Anrich Nortje,DC,- 1.71,0,-,0,0/43,-,- 1.71,0,0,43
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,Ruturaj Gaikwad,CSK,- 2.47,1,- 0.46,- 2.47,-,-,0,2,0,0
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,Deepak Chahar,CSK,- 2.85,0,-,0,0/42,-,- 2.85,0,0,42
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,Tristan Stubbs,DC,- 4.34,0,- 1.86,- 4.34,-,-,0,2,0,0
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,Rasikh Salam,DC,- 8.69,0,-,0,0/25,-,- 8.69,0,0,25
13th Match (N),Visakhapatnam,31-March-2024,31-March-2024,Rachin Ravindra,CSK,- 25.33,2,- 10.64,- 25.33,-,-,0,12,0,0
14th Match (N),Wankhede,01-April-2024,01-April-2024,Trent Boult,RR,98.27,0,-,0,3/22,4.56,98.27,0,3,22
14th Match (N),Wankhede,01-April-2024,01-April-2024,Akash Madhwal,MI,79.2,4,2.71,1.8,3/20,4.04,77.39,5,3,20
14th Match (N),Wankhede,01-April-2024,01-April-2024,Yuzvendra Chahal,RR,68.16,0,-,0,3/11,2.85,68.16,0,3,11
14th Match (N),Wankhede,01-April-2024,01-April-2024,Hardik Pandya,MI,61.5,34,47.86,61.5,-,-,0,21,0,0
14th Match (N),Wankhede,01-April-2024,01-April-2024,Riyan Parag,RR,51.6,54,53.99,51.6,-,-,0,39,0,0
14th Match (N),Wankhede,01-April-2024,01-April-2024,Tilak Varma,MI,43.26,32,39.5,43.26,-,-,0,29,0,0
14th Match (N),Wankhede,01-April-2024,01-April-2024,Nandre Burger,RR,30.44,0,-,0,2/32,2.26,30.44,0,2,32
14th Match (N),Wankhede,01-April-2024,01-April-2024,Ishan Kishan,MI,25.33,16,20.67,25.33,-,-,0,14,0,0
14th Match (N),Wankhede,01-April-2024,01-April-2024,Kwena Maphaka,MI,20.18,0,-,0,1/23,1.81,20.18,0,1,23
14th Match (N),Wankhede,01-April-2024,01-April-2024,Jasprit Bumrah,MI,16.95,8,6.8,4.55,0/26,-,12.4,9,0,26
14th Match (N),Wankhede,01-April-2024,01-April-2024,Yashasvi Jaiswal,RR,13.13,10,10.98,13.13,-,-,0,6,0,0
14th Match (N),Wankhede,01-April-2024,01-April-2024,Sanju Samson,RR,12.71,12,12.62,12.71,-,-,0,10,0,0
14th Match (N),Wankhede,01-April-2024,01-April-2024,Ravichandran Ashwin,RR,9.3,16,15.96,11.52,0/27,-,- 2.22,16,0,27
14th Match (N),Wankhede,01-April-2024,01-April-2024,Shubham Dubey,RR,7.59,8,8.13,7.59,-,-,0,6,0,0
14th Match (N),Wankhede,01-April-2024,01-April-2024,Jos Buttler,RR,7,13,12.49,7,-,-,0,16,0,0
14th Match (N),Wankhede,01-April-2024,01-April-2024,Tim David,MI,3.53,17,12.01,3.53,-,-,0,24,0,0
14th Match (N),Wankhede,01-April-2024,01-April-2024,Avesh Khan,RR,2.42,0,-,0,1/30,0.62,2.42,0,1,30
14th Match (N),Wankhede,01-April-2024,01-April-2024,Piyush Chawla,MI,0.13,3,1.06,- 2.6,0/18,-,2.72,6,0,18
14th Match (N),Wankhede,01-April-2024,01-April-2024,Dhruv Jurel,RR,0,0,-,0,-,-,0,0,0,0
14th Match (N),Wankhede,01-April-2024,01-April-2024,Shimron Hetmyer,RR,0,0,-,0,-,-,0,0,0,0
14th Match (N),Wankhede,01-April-2024,01-April-2024,Dewald Brevis,MI,- 1.67,0,- 0.71,- 1.67,-,-,0,1,0,0
14th Match (N),Wankhede,01-April-2024,01-April-2024,Naman Dhir,MI,- 1.78,0,- 0.79,- 1.78,-,-,0,1,0,0
14th Match (N),Wankhede,01-April-2024,01-April-2024,Rohit Sharma,MI,- 1.94,0,- 0.91,- 1.94,-,-,0,1,0,0
14th Match (N),Wankhede,01-April-2024,01-April-2024,Gerald Coetzee,MI,- 16.49,4,- 0.35,- 1.85,0/36,-,- 14.65,9,0,36
15th Match (N),Bengaluru,02-April-2024,02-April-2024,Mayank Yadav,LSG,117.03,0,-,0,3/14,4.49,117.03,0,3,14
15th Match (N),Bengaluru,02-April-2024,02-April-2024,Quinton de Kock,LSG,97.73,81,85.9,97.73,-,-,0,56,0,0
15th Match (N),Bengaluru,02-April-2024,02-April-2024,Glenn Maxwell,RCB,69.16,0,- 1.29,- 3.47,2/23,2.96,72.63,2,2,23
15th Match (N),Bengaluru,02-April-2024,02-April-2024,Mahipal Lomror,RCB,66.23,33,48.4,66.23,-,-,0,13,0,0
15th Match (N),Bengaluru,02-April-2024,02-April-2024,Nicholas Pooran,LSG,55.12,40,41.66,55.12,-,-,0,21,0,0
15th Match (N),Bengaluru,02-April-2024,02-April-2024,Marcus Stoinis,LSG,45.88,24,26.33,30.75,1/9,0.75,15.12,15,1,9
15th Match (N),Bengaluru,02-April-2024,02-April-2024,Manimaran Siddharth,LSG,39.85,0,-,0,1/21,1.53,39.85,0,1,21
15th Match (N),Bengaluru,02-April-2024,02-April-2024,Yash Dayal,RCB,36.78,0,-,0,1/24,0.88,36.78,0,1,24
15th Match (N),Bengaluru,02-April-2024,02-April-2024,Rajat Patidar,RCB,35.28,29,33.19,35.28,-,-,0,21,0,0
15th Match (N),Bengaluru,02-April-2024,02-April-2024,Naveen-ul-Haq,LSG,28.94,0,-,0,2/25,1.38,28.94,0,2,25
15th Match (N),Bengaluru,02-April-2024,02-April-2024,Reece Topley,RCB,24.58,3,2.86,1.49,1/39,1.19,23.09,6,1,39
15th Match (N),Bengaluru,02-April-2024,02-April-2024,KL Rahul,LSG,24.18,20,21.86,24.18,-,-,0,14,0,0
15th Match (N),Bengaluru,02-April-2024,02-April-2024,Faf du Plessis,RCB,22.57,19,21.91,22.57,-,-,0,13,0,0
15th Match (N),Bengaluru,02-April-2024,02-April-2024,Virat Kohli,RCB,21.57,22,22.75,21.57,-,-,0,16,0,0
15th Match (N),Bengaluru,02-April-2024,02-April-2024,Mohammed Siraj,RCB,19.66,12,12,8.99,1/47,1.02,10.67,8,1,47
15th Match (N),Bengaluru,02-April-2024,02-April-2024,Yash Thakur,LSG,- 0.32,0,-,0,1/38,0.59,- 0.32,0,1,38
15th Match (N),Bengaluru,02-April-2024,02-April-2024,Krunal Pandya,LSG,- 2.68,0,-,0,0/10,-,- 2.68,0,0,10
15th Match (N),Bengaluru,02-April-2024,02-April-2024,Cameron Green,RCB,- 2.96,9,8.14,5.28,0/25,-,- 8.24,9,0,25
15th Match (N),Bengaluru,02-April-2024,02-April-2024,Mayank Dagar,RCB,- 3.33,0,- 0.24,- 0.42,0/23,-,- 2.91,1,0,23
15th Match (N),Bengaluru,02-April-2024,02-April-2024,Ravi Bishnoi,LSG,- 6.27,0,-,0,0/33,-,- 6.27,0,0,33
15th Match (N),Bengaluru,02-April-2024,02-April-2024,Dinesh Karthik,RCB,- 7.66,4,- 1.22,- 7.66,-,-,0,8,0,0
15th Match (N),Bengaluru,02-April-2024,02-April-2024,Devdutt Padikkal,LSG,- 7.85,6,1.35,- 7.85,-,-,0,11,0,0
15th Match (N),Bengaluru,02-April-2024,02-April-2024,Ayush Badoni,LSG,- 8.55,0,- 4.44,- 8.55,-,-,0,3,0,0
15th Match (N),Bengaluru,02-April-2024,02-April-2024,Anuj Rawat,RCB,- 19.56,11,- 1.67,- 19.56,-,-,0,21,0,0
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,Sunil Narine,KKR,106.86,85,88.95,94.16,1/29,0.35,12.7,39,1,29
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,Angkrish Raghuvanshi,KKR,50.18,54,55.18,50.18,-,-,0,27,0,0
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,Anrich Nortje,DC,44.52,4,4,2.12,3/59,3.27,42.41,6,3,59
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,Rishabh Pant,DC,43.86,55,55,43.86,-,-,0,25,0,0
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,Andre Russell,KKR,40.43,41,41.42,38.66,1/14,0.32,1.77,19,1,14
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,Tristan Stubbs,DC,36.02,54,54,36.02,-,-,0,32,0,0
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,Varun Chakravarthy,KKR,35.37,0,-,0,3/33,1.97,35.37,0,3,33
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,Vaibhav Arora,KKR,35.18,0,-,0,3/27,1.76,35.18,0,3,27
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,Mitchell Starc,KKR,29.72,1,0.99,0.47,2/25,1.54,29.25,1,2,25
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,Rinku Singh,KKR,29.35,26,26.12,29.35,-,-,0,8,0,0
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,Khaleel Ahmed,DC,23.18,0,-,0,1/43,0.73,23.18,0,1,43
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,Phil Salt,KKR,16.9,18,18.38,16.9,-,-,0,12,0,0
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,Shreyas Iyer,KKR,12.21,18,17.59,12.21,-,-,0,11,0,0
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,Sumit Kumar,DC,10.88,7,7,3.76,0/19,-,7.11,6,0,19
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,David Warner,DC,9.19,18,18.23,9.19,-,-,0,13,0,0
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,Ishant Sharma,DC,7.25,1,1,0.67,2/43,1.45,6.58,3,2,43
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,Mitchell Marsh,DC,6.65,0,-,- 2.36,1/37,0.68,9.01,2,1,37
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,Prithvi Shaw,DC,5.21,10,9.93,5.21,-,-,0,7,0,0
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,Ramandeep Singh,KKR,0.46,2,1.97,0.46,-,-,0,2,0,0
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,Harshit Rana,KKR,0,0,-,0,-,-,0,0,0,0
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,Abishek Porel,DC,- 5.9,0,-,- 5.9,-,-,0,5,0,0
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,Venkatesh Iyer,KKR,- 6.6,5,5.01,4.99,0/28,-,- 11.59,2,0,28
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,Axar Patel,DC,- 8.82,0,-,- 1.18,0/18,-,- 7.64,1,0,18
16th Match (N),Visakhapatnam,03-April-2024,03-April-2024,Rasikh Salam,DC,- 12.98,1,1,- 0.64,0/47,-,- 12.34,5,0,47
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Shashank Singh,PBKS,112.17,61,78.92,112.17,-,-,0.0,29,0,0
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Shubman Gill,GT,97.93,89,95.6,97.93,-,-,0.0,48,0,0
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Noor Ahmad,GT,72.23,0,-,0,2/32,3.24,72.23,0,2,32
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Prabhsimran Singh,PBKS,40.67,35,36.38,40.67,-,-,0.0,24,0,0
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Kagiso Rabada,PBKS,40.14,0,-,0,2/44,2.04,40.14,0,2,44
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Harshal Patel,PBKS,38.02,0,-,0,1/44,1.55,38.02,0,1,44
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Rahul Tewatia,GT,37.75,23,29.72,37.75,-,-,0.0,8,0,0
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Ashutosh Sharma,PBKS,36.99,31,32.13,36.99,-,-,0.0,17,0,0
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Harpreet Brar,PBKS,36.89,1,- 1.24,- 1.91,1/33,1.02,38.81,2,1,33
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Mohit Sharma,GT,35.94,0,-,0,1/38,1.49,35.94,0,1,38
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Sai Sudharsan,GT,34.62,33,35.13,34.62,-,-,0.0,19,0,0
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Rashid Khan,GT,33.22,0,-,0,1/40,1.6,33.22,0,1,40
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Jonny Bairstow,PBKS,31.7,22,25.52,31.7,-,-,0.0,13,0,0
17th Match (N),Ahmedabad,04-April-2024,04-April-2024,Jitesh Sharma,PBKS,27.19,16,19.68,27.19,-,-,0.0,8,0,0
