Inning,Venue,Team,Start Date,End Date,Bowling_Player,Wickets,M,R,W,ECON,0s,4s,6s,WD,NB
8th match (N),Eden Gardens,KKR,16-March-2010,16-March-2010,Ravichandran Ashwin,4,0,22,1,550,11,3,0,0,0
8th match (N),Eden Gardens,KKR,16-March-2010,16-March-2010,Suresh Raina,1,0,6,0,600,2,0,0,0,0
9th match (N),Delhi,MI,17-March-2010,17-March-2010,Dirk Nannes,4,0,35,0,875,9,3,1,1,1
9th match (N),Delhi,MI,17-March-2010,17-March-2010,Farveez Maharoof,4,0,50,2,1250,6,8,0,1,1
9th match (N),Delhi,MI,17-March-2010,17-March-2010,Pradeep Sangwan,4,0,41,1,1025,8,1,3,2,0
9th match (N),Delhi,MI,17-March-2010,17-March-2010,Sarabjit Ladda,4,0,44,2,1100,5,4,2,0,0
9th match (N),Delhi,MI,17-March-2010,17-March-2010,Amit Mishra,4,0,44,1,1100,6,3,3,1,0
9th match (N),Delhi,DC,17-March-2010,17-March-2010,Zaheer Khan,2,0,20,0,1000,2,3,0,0,0
9th match (N),Delhi,DC,17-March-2010,17-March-2010,Lasith Malinga,2,0,22,1,1100,3,4,0,1,0
9th match (N),Delhi,DC,17-March-2010,17-March-2010,Dwayne Bravo,2,0,11,2,550,7,2,0,0,0
9th match (N),Delhi,DC,17-March-2010,17-March-2010,Kieron Pollard,4,0,24,1,600,11,3,0,1,0
9th match (N),Delhi,DC,17-March-2010,17-March-2010,Harbhajan Singh,23,0,23,2,920,6,1,2,1,0
9th match (N),Delhi,DC,17-March-2010,17-March-2010,Sanath Jayasuriya,4,0,17,2,425,16,1,0,1,0
10th match (N),Bengaluru,RR,18-March-2010,18-March-2010,Praveen Kumar,4,0,18,3,450,15,2,0,2,0
10th match (N),Bengaluru,RR,18-March-2010,18-March-2010,Dale Steyn,4,0,18,0,450,15,1,0,1,0
10th match (N),Bengaluru,RR,18-March-2010,18-March-2010,Vinay Kumar,4,0,25,0,625,13,1,2,0,0
10th match (N),Bengaluru,RR,18-March-2010,18-March-2010,Jacques Kallis,4,0,20,2,500,9,1,0,1,1
10th match (N),Bengaluru,RR,18-March-2010,18-March-2010,Anil Kumble,35,0,9,3,234,14,0,0,0,0
10th match (N),Bengaluru,RCB,18-March-2010,18-March-2010,Munaf Patel,30,0,23,0,766,8,4,0,0,0
10th match (N),Bengaluru,RCB,18-March-2010,18-March-2010,Morne Morkel,30,0,34,0,1133,6,6,0,4,0
10th match (N),Bengaluru,RCB,18-March-2010,18-March-2010,Shane Warne,20,0,12,0,60,6,2,0,0,0
10th match (N),Bengaluru,RCB,18-March-2010,18-March-2010,Sumit Narwal,24,0,24,0,90,7,2,1,3,0
11th match (D/N),Delhi,DC,19-March-2010,19-March-2010,Albie Morkel,3,0,26,0,866,6,4,0,1,0
11th match (D/N),Delhi,DC,19-March-2010,19-March-2010,Ravichandran Ashwin,4,0,40,1,1000,5,5,1,1,0
11th match (D/N),Delhi,DC,19-March-2010,19-March-2010,Joginder Sharma,4,0,43,1,1075,9,5,2,0,1
11th match (D/N),Delhi,DC,19-March-2010,19-March-2010,Lakshmipathy Balaji,3,0,21,2,700,9,2,1,0,0
11th match (D/N),Delhi,DC,19-March-2010,19-March-2010,Justin Kemp,1,0,14,0,1400,1,1,1,0,0
11th match (D/N),Delhi,DC,19-March-2010,19-March-2010,Muthiah Muralidaran,4,0,25,2,625,8,2,0,2,0
11th match (D/N),Delhi,DC,19-March-2010,19-March-2010,Suresh Raina,1,0,12,0,1200,0,2,0,0,0
11th match (D/N),Delhi,CSK,19-March-2010,19-March-2010,Dirk Nannes,4,0,18,1,450,13,1,0,3,0
11th match (D/N),Delhi,CSK,19-March-2010,19-March-2010,Umesh Yadav,4,0,38,1,950,9,7,0,2,0
11th match (D/N),Delhi,CSK,19-March-2010,19-March-2010,Pradeep Sangwan,4,0,46,0,1150,9,5,3,0,0
11th match (D/N),Delhi,CSK,19-March-2010,19-March-2010,Rajat Bhatia,2,0,31,0,1550,3,4,2,0,0
11th match (D/N),Delhi,CSK,19-March-2010,19-March-2010,Tillakaratne Dilshan,21,0,30,1,1384,3,0,4,0,0
11th match (D/N),Delhi,CSK,19-March-2010,19-March-2010,Amit Mishra,3,0,25,1,833,6,0,2,3,0
12th match (N),Cuttack,DCH,19-March-2010,19-March-2010,Irfan Pathan,3,0,16,1,533,7,1,0,0,0
12th match (N),Cuttack,DCH,19-March-2010,19-March-2010,Sreesanth,4,0,51,0,1275,5,4,3,1,0
12th match (N),Cuttack,DCH,19-March-2010,19-March-2010,Shalabh Srivastava,4,0,39,1,975,6,5,1,0,0
12th match (N),Cuttack,DCH,19-March-2010,19-March-2010,Piyush Chawla,3,0,24,0,800,4,1,1,0,0
12th match (N),Cuttack,DCH,19-March-2010,19-March-2010,Bipul Sharma,2,0,19,1,950,2,1,1,0,0
12th match (N),Cuttack,DCH,19-March-2010,19-March-2010,Yuvraj Singh,4,0,21,2,525,11,1,1,0,0
12th match (N),Cuttack,KXIP,19-March-2010,19-March-2010,Chaminda Vaas,4,0,27,2,675,15,4,1,1,0
12th match (N),Cuttack,KXIP,19-March-2010,19-March-2010,RP Singh,4,0,43,1,1075,11,4,3,1,0
12th match (N),Cuttack,KXIP,19-March-2010,19-March-2010,Andrew Symonds,4,0,22,1,550,10,2,0,0,0
12th match (N),Cuttack,KXIP,19-March-2010,19-March-2010,Pragyan Ojha,4,0,31,1,775,8,4,0,0,0
12th match (N),Cuttack,KXIP,19-March-2010,19-March-2010,Rohit Sharma,3,0,19,1,633,7,1,1,0,0
12th match (N),Cuttack,KXIP,19-March-2010,19-March-2010,Jaskaran Singh,1,0,12,1,1200,3,3,0,0,0
13th match (D/N),Ahmedabad,RR,20-March-2010,20-March-2010,Ashok Dinda,4,0,28,2,700,10,4,0,0,0
13th match (D/N),Ahmedabad,RR,20-March-2010,20-March-2010,Ishant Sharma,4,0,33,2,825,11,2,2,2,0
13th match (D/N),Ahmedabad,RR,20-March-2010,20-March-2010,Shane Bond,4,0,32,2,800,6,4,0,0,0
13th match (D/N),Ahmedabad,RR,20-March-2010,20-March-2010,Angelo Mathews,3,0,33,0,1100,3,6,0,0,0
13th match (D/N),Ahmedabad,RR,20-March-2010,20-March-2010,Murali Kartik,4,0,25,0,625,9,2,0,1,0
13th match (D/N),Ahmedabad,RR,20-March-2010,20-March-2010,Brad Hodge,1,0,12,0,1200,0,2,0,0,0
13th match (D/N),Ahmedabad,KKR,20-March-2010,20-March-2010,Yusuf Pathan,4,0,23,2,575,11,3,0,0,0
13th match (D/N),Ahmedabad,KKR,20-March-2010,20-March-2010,Shaun Tait,4,0,29,0,725,10,4,0,1,0
13th match (D/N),Ahmedabad,KKR,20-March-2010,20-March-2010,Munaf Patel,3,0,20,1,666,9,2,1,0,0
13th match (D/N),Ahmedabad,KKR,20-March-2010,20-March-2010,Siddharth Trivedi,4,0,26,1,650,10,2,1,0,0
13th match (D/N),Ahmedabad,KKR,20-March-2010,20-March-2010,Adam Voges,1,0,5,0,500,2,0,0,0,0
13th match (D/N),Ahmedabad,KKR,20-March-2010,20-March-2010,Shane Warne,4,0,27,0,675,4,1,0,0,0
14th match (N),Brabourne,MI,20-March-2010,20-March-2010,Praveen Kumar,4,0,37,1,925,10,3,2,1,0
14th match (N),Brabourne,MI,20-March-2010,20-March-2010,Dale Steyn,4,0,26,3,650,14,4,0,3,0
14th match (N),Brabourne,MI,20-March-2010,20-March-2010,Jacques Kallis,4,0,35,1,875,8,5,0,0,0
14th match (N),Brabourne,MI,20-March-2010,20-March-2010,Vinay Kumar,4,0,25,3,625,10,3,0,0,0
14th match (N),Brabourne,MI,20-March-2010,20-March-2010,Anil Kumble,4,0,18,1,450,13,1,0,0,0
14th match (N),Brabourne,RCB,20-March-2010,20-March-2010,Zaheer Khan,4,0,18,1,450,13,2,0,0,0
14th match (N),Brabourne,RCB,20-March-2010,20-March-2010,Lasith Malinga,4,0,25,0,625,10,3,0,0,0
14th match (N),Brabourne,RCB,20-March-2010,20-March-2010,Dwayne Bravo,31,0,35,0,1105,5,3,2,0,0
14th match (N),Brabourne,RCB,20-March-2010,20-March-2010,Kieron Pollard,2,0,24,0,1200,2,4,0,0,0
14th match (N),Brabourne,RCB,20-March-2010,20-March-2010,Harbhajan Singh,4,0,35,1,875,9,1,3,0,0
14th match (N),Brabourne,RCB,20-March-2010,20-March-2010,Sanath Jayasuriya,2,0,16,0,800,2,2,0,0,0
15th match (D/N),Cuttack,DCH,21-March-2010,21-March-2010,Amit Mishra,3,0,12,1,400,11,1,0,0,1
15th match (D/N),Cuttack,DCH,21-March-2010,21-March-2010,Dirk Nannes,4,0,39,1,975,8,4,2,0,0
15th match (D/N),Cuttack,DCH,21-March-2010,21-March-2010,Yogesh Nagar,3,0,28,1,933,7,4,1,0,0
15th match (D/N),Cuttack,DCH,21-March-2010,21-March-2010,Sarabjit Ladda,2,0,20,1,1000,5,1,2,0,0
15th match (D/N),Cuttack,DCH,21-March-2010,21-March-2010,Umesh Yadav,4,0,36,0,900,6,2,2,0,0
15th match (D/N),Cuttack,DCH,21-March-2010,21-March-2010,Moises Henriques,4,0,35,1,875,10,3,2,0,0
15th match (D/N),Cuttack,DC,21-March-2010,21-March-2010,Chaminda Vaas,4,0,21,1,525,12,3,0,0,0
15th match (D/N),Cuttack,DC,21-March-2010,21-March-2010,RP Singh,3,0,31,0,1033,6,3,2,0,0
15th match (D/N),Cuttack,DC,21-March-2010,21-March-2010,Pragyan Ojha,4,0,36,1,900,5,1,2,0,0
15th match (D/N),Cuttack,DC,21-March-2010,21-March-2010,Rohit Sharma,1,0,7,0,700,3,1,0,0,0
15th match (D/N),Cuttack,DC,21-March-2010,21-March-2010,Rahul Sharma,4,0,42,2,1050,5,4,2,0,0
15th match (D/N),Cuttack,DC,21-March-2010,21-March-2010,Andrew Symonds,4,0,21,3,525,10,1,0,1,0
16th match (N),Chennai,KXIP,21-March-2010,21-March-2010,Albie Morkel,4,0,23,2,575,13,2,1,0,0
16th match (N),Chennai,KXIP,21-March-2010,21-March-2010,Manpreet Gony,2,0,20,0,1000,5,4,0,0,0
16th match (N),Chennai,KXIP,21-March-2010,21-March-2010,Ravichandran Ashwin,4,0,32,0,800,9,2,2,0,0
16th match (N),Chennai,KXIP,21-March-2010,21-March-2010,Lakshmipathy Balaji,4,0,29,1,725,8,3,0,1,0
16th match (N),Chennai,KXIP,21-March-2010,21-March-2010,Muthiah Muralidaran,4,0,16,3,400,15,2,0,0,0
16th match (N),Chennai,KXIP,21-March-2010,21-March-2010,Justin Kemp,01,0,1,0,600,1,0,0,1,0
16th match (N),Chennai,KXIP,21-March-2010,21-March-2010,Suresh Raina,15,0,13,0,709,1,1,0,0,0
16th match (N),Chennai,CSK,21-March-2010,21-March-2010,Irfan Pathan,3,0,22,1,733,9,2,1,1,0
16th match (N),Chennai,CSK,21-March-2010,21-March-2010,Ramesh Powar,4,0,22,1,550,15,2,1,0,1
16th match (N),Chennai,CSK,21-March-2010,21-March-2010,Shalabh Srivastava,3,0,25,0,833,6,2,1,2,0
16th match (N),Chennai,CSK,21-March-2010,21-March-2010,Rusty Theron,4,0,17,2,425,13,1,0,3,0
16th match (N),Chennai,CSK,21-March-2010,21-March-2010,Piyush Chawla,4,0,27,1,675,6,1,1,0,0
16th match (N),Chennai,CSK,21-March-2010,21-March-2010,Yuvraj Singh,2,0,18,1,900,4,1,1,1,0
17th match (N),Brabourne,KKR,22-March-2010,22-March-2010,Lasith Malinga,4,0,28,0,700,9,3,0,2,0
17th match (N),Brabourne,KKR,22-March-2010,22-March-2010,Zaheer Khan,4,0,27,2,675,15,4,1,0,0
17th match (N),Brabourne,KKR,22-March-2010,22-March-2010,Ryan McLaren,4,0,38,0,950,6,5,0,2,0
17th match (N),Brabourne,KKR,22-March-2010,22-March-2010,Dwayne Bravo,4,0,36,0,900,6,3,1,2,0
17th match (N),Brabourne,KKR,22-March-2010,22-March-2010,Harbhajan Singh,4,0,17,1,425,8,0,0,0,0
17th match (N),Brabourne,MI,22-March-2010,22-March-2010,Shane Bond,3,0,31,0,1033,6,6,0,0,0
17th match (N),Brabourne,MI,22-March-2010,22-March-2010,Ishant Sharma,4,0,44,2,1100,10,9,0,1,0
17th match (N),Brabourne,MI,22-March-2010,22-March-2010,Chris Gayle,4,0,31,0,775,8,4,0,2,0
17th match (N),Brabourne,MI,22-March-2010,22-March-2010,Murali Kartik,4,0,21,1,525,8,1,0,0,0
17th match (N),Brabourne,MI,22-March-2010,22-March-2010,Angelo Mathews,33,0,29,0,828,5,1,1,1,0
18th match (N),Bengaluru,RCB,23-March-2010,23-March-2010,Albie Morkel,4,0,28,1,700,11,3,1,0,0
18th match (N),Bengaluru,RCB,23-March-2010,23-March-2010,Sudeep Tyagi,4,0,19,0,475,13,2,0,1,0
18th match (N),Bengaluru,RCB,23-March-2010,23-March-2010,Lakshmipathy Balaji,4,0,49,1,1225,8,5,3,1,1
18th match (N),Bengaluru,RCB,23-March-2010,23-March-2010,Muthiah Muralidaran,4,0,25,3,625,16,3,1,1,0
18th match (N),Bengaluru,RCB,23-March-2010,23-March-2010,Ravichandran Ashwin,4,0,40,0,1000,3,1,3,0,0
18th match (N),Bengaluru,CSK,23-March-2010,23-March-2010,Praveen Kumar,4,0,21,1,525,12,2,0,2,0
18th match (N),Bengaluru,CSK,23-March-2010,23-March-2010,Dale Steyn,4,0,25,0,625,12,3,0,3,0
18th match (N),Bengaluru,CSK,23-March-2010,23-March-2010,Anil Kumble,4,0,15,1,375,12,1,0,0,0
18th match (N),Bengaluru,CSK,23-March-2010,23-March-2010,Jacques Kallis,4,0,29,0,725,10,5,0,0,0
18th match (N),Bengaluru,CSK,23-March-2010,23-March-2010,Vinay Kumar,4,0,40,4,1000,10,3,3,1,0
19th match (N),Mohali,RR,24-March-2010,24-March-2010,Irfan Pathan,4,0,45,0,1125,6,6,1,0,0
19th match (N),Mohali,RR,24-March-2010,24-March-2010,Sreesanth,3,0,20,1,666,10,3,0,1,2
19th match (N),Mohali,RR,24-March-2010,24-March-2010,Shalabh Srivastava,4,0,49,1,1225,5,6,1,3,0
19th match (N),Mohali,RR,24-March-2010,24-March-2010,Rusty Theron,4,0,25,0,625,11,3,0,1,0
19th match (N),Mohali,RR,24-March-2010,24-March-2010,Piyush Chawla,4,0,29,1,725,6,1,1,0,0
19th match (N),Mohali,RR,24-March-2010,24-March-2010,Yuvraj Singh,1,0,12,0,1200,0,2,0,0,0
19th match (N),Mohali,KXIP,24-March-2010,24-March-2010,Munaf Patel,4,0,43,1,1075,8,6,1,0,0
19th match (N),Mohali,KXIP,24-March-2010,24-March-2010,Shaun Tait,31,0,22,3,694,8,3,0,1,0
19th match (N),Mohali,KXIP,24-March-2010,24-March-2010,Shane Warne,4,0,39,1,975,7,3,2,1,0
19th match (N),Mohali,KXIP,24-March-2010,24-March-2010,Siddharth Trivedi,4,0,25,2,625,11,0,1,1,1
19th match (N),Mohali,KXIP,24-March-2010,24-March-2010,Adam Voges,2,0,12,0,600,3,1,0,0,0
19th match (N),Mohali,KXIP,24-March-2010,24-March-2010,Yusuf Pathan,2,0,9,2,450,3,0,0,0,0
20th match (D/N),Bengaluru,DC,25-March-2010,25-March-2010,Praveen Kumar,4,0,45,0,1125,8,3,2,3,0
20th match (D/N),Bengaluru,DC,25-March-2010,25-March-2010,Dale Steyn,4,0,42,1,1050,8,5,1,2,0
20th match (D/N),Bengaluru,DC,25-March-2010,25-March-2010,Jacques Kallis,4,0,36,0,900,5,3,1,1,0
20th match (D/N),Bengaluru,DC,25-March-2010,25-March-2010,Vinay Kumar,4,0,29,1,725,8,2,1,1,0
20th match (D/N),Bengaluru,DC,25-March-2010,25-March-2010,Anil Kumble,4,0,30,0,750,3,2,0,0,0
20th match (D/N),Bengaluru,RCB,25-March-2010,25-March-2010,Dirk Nannes,4,0,31,0,775,7,3,0,0,0
20th match (D/N),Bengaluru,RCB,25-March-2010,25-March-2010,Umesh Yadav,4,0,27,1,675,11,4,0,0,1
20th match (D/N),Bengaluru,RCB,25-March-2010,25-March-2010,Pradeep Sangwan,4,0,32,1,800,5,3,0,4,0
20th match (D/N),Bengaluru,RCB,25-March-2010,25-March-2010,Amit Mishra,4,0,23,2,575,7,2,0,0,0
20th match (D/N),Bengaluru,RCB,25-March-2010,25-March-2010,Andrew McDonald,4,0,42,2,1050,6,3,3,0,0
21st match (N),Brabourne,CSK,25-March-2010,25-March-2010,Ryan McLaren,4,0,23,1,575,12,2,0,3,0
21st match (N),Brabourne,CSK,25-March-2010,25-March-2010,Zaheer Khan,4,0,45,0,1125,4,7,0,1,1
21st match (N),Brabourne,CSK,25-March-2010,25-March-2010,Harbhajan Singh,4,0,25,1,625,7,1,0,1,0
21st match (N),Brabourne,CSK,25-March-2010,25-March-2010,Dwayne Bravo,4,0,42,0,1050,5,4,2,0,0
21st match (N),Brabourne,CSK,25-March-2010,25-March-2010,Lasith Malinga,4,0,41,0,1025,6,4,1,4,0
21st match (N),Brabourne,MI,25-March-2010,25-March-2010,Albie Morkel,4,0,26,0,650,9,2,0,2,0
21st match (N),Brabourne,MI,25-March-2010,25-March-2010,Lakshmipathy Balaji,4,0,47,1,1175,7,3,3,1,0
21st match (N),Brabourne,MI,25-March-2010,25-March-2010,Joginder Sharma,2,0,23,1,1150,4,4,0,1,1
21st match (N),Brabourne,MI,25-March-2010,25-March-2010,Shadab Jakati,4,0,30,1,750,10,3,1,0,0
21st match (N),Brabourne,MI,25-March-2010,25-March-2010,Muthiah Muralidaran,4,0,32,2,800,9,0,2,1,0
21st match (N),Brabourne,MI,25-March-2010,25-March-2010,Thisara Perera,1,0,19,0,1900,0,4,0,0,0
22nd match (N),Ahmedabad,DCH,26-March-2010,26-March-2010,Sumit Narwal,4,0,35,2,875,11,3,2,0,0
22nd match (N),Ahmedabad,DCH,26-March-2010,26-March-2010,Abhishek Jhunjhunwala,1,0,16,0,1600,2,0,2,2,0
22nd match (N),Ahmedabad,DCH,26-March-2010,26-March-2010,Siddharth Trivedi,3,0,35,0,1166,2,4,1,0,0
22nd match (N),Ahmedabad,DCH,26-March-2010,26-March-2010,Shaun Tait,4,0,22,3,550,13,1,1,3,0
22nd match (N),Ahmedabad,DCH,26-March-2010,26-March-2010,Shane Warne,4,0,15,1,375,11,0,0,0,0
22nd match (N),Ahmedabad,DCH,26-March-2010,26-March-2010,Yusuf Pathan,2,0,12,0,600,2,0,0,2,0
22nd match (N),Ahmedabad,DCH,26-March-2010,26-March-2010,Adam Voges,2,0,9,0,450,3,0,0,0,0
22nd match (N),Ahmedabad,RR,26-March-2010,26-March-2010,Chaminda Vaas,3,0,29,0,966,5,2,2,0,0
22nd match (N),Ahmedabad,RR,26-March-2010,26-March-2010,RP Singh,2,0,22,0,1100,5,5,0,0,0
22nd match (N),Ahmedabad,RR,26-March-2010,26-March-2010,Rohit Sharma,2,0,17,0,850,4,1,1,0,0
22nd match (N),Ahmedabad,RR,26-March-2010,26-March-2010,Rahul Sharma,34,0,30,0,818,8,0,3,0,0
22nd match (N),Ahmedabad,RR,26-March-2010,26-March-2010,Pragyan Ojha,3,0,40,1,1333,7,2,3,3,0
22nd match (N),Ahmedabad,RR,26-March-2010,26-March-2010,Andrew Symonds,2,0,9,0,450,7,1,0,0,0
23rd match (N),Mohali,KKR,27-March-2010,27-March-2010,Brett Lee,4,0,39,0,975,8,6,0,0,1
23rd match (N),Mohali,KKR,27-March-2010,27-March-2010,Irfan Pathan,4,0,42,2,1050,10,5,2,2,0
23rd match (N),Mohali,KKR,27-March-2010,27-March-2010,Shalabh Srivastava,3,0,23,2,766,9,3,0,4,0
23rd match (N),Mohali,KKR,27-March-2010,27-March-2010,Vikramjeet Malik,3,0,18,0,600,9,2,0,1,1
23rd match (N),Mohali,KKR,27-March-2010,27-March-2010,Piyush Chawla,4,0,35,1,875,3,2,1,1,0
23rd match (N),Mohali,KKR,27-March-2010,27-March-2010,Ravi Bopara,2,0,18,0,900,3,2,0,0,0
23rd match (N),Mohali,KXIP,27-March-2010,27-March-2010,Shane Bond,4,0,24,2,600,13,2,1,1,0
23rd match (N),Mohali,KXIP,27-March-2010,27-March-2010,Ashok Dinda,2,0,19,0,950,7,4,0,2,0
23rd match (N),Mohali,KXIP,27-March-2010,27-March-2010,Chris Gayle,3,0,23,1,766,5,2,0,2,0
23rd match (N),Mohali,KXIP,27-March-2010,27-March-2010,Ajit Agarkar,4,0,32,2,800,10,3,1,0,0
23rd match (N),Mohali,KXIP,27-March-2010,27-March-2010,Iqbal Abdulla,2,0,12,0,600,4,1,0,0,0
23rd match (N),Mohali,KXIP,27-March-2010,27-March-2010,Angelo Mathews,4,0,26,1,650,6,1,1,0,0
23rd match (N),Mohali,KXIP,27-March-2010,27-March-2010,David Hussey,1,0,7,0,700,1,0,0,0,0
24th match (D/N),Ahmedabad,RR,28-March-2010,28-March-2010,Albie Morkel,4,0,46,2,1150,7,5,2,0,0
24th match (D/N),Ahmedabad,RR,28-March-2010,28-March-2010,Thilan Thushara,4,0,28,2,700,12,5,0,1,0
24th match (D/N),Ahmedabad,RR,28-March-2010,28-March-2010,Muthiah Muralidaran,4,0,34,0,850,7,1,2,1,0
24th match (D/N),Ahmedabad,RR,28-March-2010,28-March-2010,Joginder Sharma,2,0,23,0,1150,1,3,0,0,0
24th match (D/N),Ahmedabad,RR,28-March-2010,28-March-2010,Suresh Raina,2,0,15,0,750,2,0,1,0,0
24th match (D/N),Ahmedabad,RR,28-March-2010,28-March-2010,Shadab Jakati,4,0,30,2,750,8,1,2,0,0
24th match (D/N),Ahmedabad,CSK,28-March-2010,28-March-2010,Yusuf Pathan,4,0,26,1,650,8,2,0,2,0
24th match (D/N),Ahmedabad,CSK,28-March-2010,28-March-2010,Sumit Narwal,3,0,49,0,1633,2,5,3,1,0
24th match (D/N),Ahmedabad,CSK,28-March-2010,28-March-2010,Shaun Tait,4,0,22,2,550,11,2,0,0,0
24th match (D/N),Ahmedabad,CSK,28-March-2010,28-March-2010,Shane Warne,4,0,34,1,850,6,0,3,0,0
24th match (D/N),Ahmedabad,CSK,28-March-2010,28-March-2010,Siddharth Trivedi,4,0,18,0,450,11,1,0,0,0
24th match (D/N),Ahmedabad,CSK,28-March-2010,28-March-2010,Adam Voges,1,0,8,0,800,1,1,0,0,0
25th match (N),DY Patil,MI,28-March-2010,28-March-2010,Kemar Roach,4,0,32,0,800,14,5,1,2,0
25th match (N),DY Patil,MI,28-March-2010,28-March-2010,Jaskaran Singh,3,0,30,2,1000,8,4,0,1,4
25th match (N),DY Patil,MI,28-March-2010,28-March-2010,Pragyan Ojha,4,0,24,2,600,12,2,1,0,0
25th match (N),DY Patil,MI,28-March-2010,28-March-2010,RP Singh,4,0,31,3,775,9,5,0,1,0
25th match (N),DY Patil,MI,28-March-2010,28-March-2010,Andrew Symonds,4,0,40,0,1000,7,5,1,1,0
25th match (N),DY Patil,MI,28-March-2010,28-March-2010,Rohit Sharma,1,0,14,0,1400,1,3,0,0,0
25th match (N),DY Patil,DCH,28-March-2010,28-March-2010,Harbhajan Singh,4,0,31,3,775,7,4,0,2,0
25th match (N),DY Patil,DCH,28-March-2010,28-March-2010,Ryan McLaren,3,0,24,0,800,9,3,1,1,0
25th match (N),DY Patil,DCH,28-March-2010,28-March-2010,Zaheer Khan,3,0,21,3,700,10,1,2,0,0
25th match (N),DY Patil,DCH,28-March-2010,28-March-2010,Lasith Malinga,34,0,12,3,327,14,0,0,1,0
25th match (N),DY Patil,DCH,28-March-2010,28-March-2010,Dwayne Bravo,2,0,16,0,800,7,0,2,0,0
25th match (N),DY Patil,DCH,28-March-2010,28-March-2010,Kieron Pollard,2,0,20,1,1000,3,1,1,0,0
26th match (N),Delhi,DC,29-March-2010,29-March-2010,Chris Gayle,4,0,38,1,950,6,3,2,0,0
26th match (N),Delhi,DC,29-March-2010,29-March-2010,Charl Langeveldt,3,0,35,2,1166,6,4,2,1,0
26th match (N),Delhi,DC,29-March-2010,29-March-2010,Ishant Sharma,1,0,17,1,1700,2,2,1,2,0
26th match (N),Delhi,DC,29-March-2010,29-March-2010,David Hussey,4,0,24,0,600,6,1,0,0,0
26th match (N),Delhi,DC,29-March-2010,29-March-2010,Angelo Mathews,2,0,11,0,550,4,1,0,0,0
26th match (N),Delhi,DC,29-March-2010,29-March-2010,Murali Kartik,4,0,26,0,650,7,1,1,0,0
26th match (N),Delhi,DC,29-March-2010,29-March-2010,Ajit Agarkar,2,0,26,0,1300,3,3,1,0,1
26th match (N),Delhi,KKR,29-March-2010,29-March-2010,Dirk Nannes,31,0,15,1,473,12,2,0,1,0
26th match (N),Delhi,KKR,29-March-2010,29-March-2010,Andrew McDonald,4,0,37,2,925,7,3,2,1,0
26th match (N),Delhi,KKR,29-March-2010,29-March-2010,Amit Mishra,4,0,18,1,450,11,0,1,0,0
26th match (N),Delhi,KKR,29-March-2010,29-March-2010,Rajat Bhatia,4,0,28,1,700,8,3,0,1,0
26th match (N),Delhi,KKR,29-March-2010,29-March-2010,Umesh Yadav,4,0,27,2,675,10,3,0,2,1
26th match (N),Delhi,KKR,29-March-2010,29-March-2010,Paul Collingwood,05,0,7,1,840,1,0,0,0,0
27th match (N),Brabourne,KXIP,30-March-2010,30-March-2010,Ryan McLaren,3,0,29,0,966,7,5,0,0,1
27th match (N),Brabourne,KXIP,30-March-2010,30-March-2010,Zaheer Khan,4,0,34,3,850,8,4,0,1,0
27th match (N),Brabourne,KXIP,30-March-2010,30-March-2010,Lasith Malinga,4,0,22,4,550,12,2,0,2,0
27th match (N),Brabourne,KXIP,30-March-2010,30-March-2010,Harbhajan Singh,4,0,26,0,650,7,0,0,1,0
27th match (N),Brabourne,KXIP,30-March-2010,30-March-2010,Kieron Pollard,2,0,20,0,1000,0,0,1,2,0
27th match (N),Brabourne,KXIP,30-March-2010,30-March-2010,Dwayne Bravo,3,0,22,1,733,6,3,0,0,0
27th match (N),Brabourne,MI,30-March-2010,30-March-2010,Brett Lee,23,0,24,0,960,5,2,0,2,0
27th match (N),Brabourne,MI,30-March-2010,30-March-2010,Shalabh Srivastava,4,0,27,1,675,13,2,1,3,0
27th match (N),Brabourne,MI,30-March-2010,30-March-2010,Irfan Pathan,3,0,20,1,666,6,2,0,1,0
27th match (N),Brabourne,MI,30-March-2010,30-March-2010,Vikramjeet Malik,2,0,21,0,1050,2,3,0,0,0
27th match (N),Brabourne,MI,30-March-2010,30-March-2010,Piyush Chawla,3,0,32,1,1066,7,2,2,1,0
27th match (N),Brabourne,MI,30-March-2010,30-March-2010,Karan Goel,1,0,7,0,700,1,0,0,0,0
27th match (N),Brabourne,MI,30-March-2010,30-March-2010,Ravi Bopara,4,0,31,3,775,8,3,1,0,0
28th match (D/N),Chennai,RCB,31-March-2010,31-March-2010,Thilan Thushara,4,0,30,1,750,11,2,2,1,0
28th match (D/N),Chennai,RCB,31-March-2010,31-March-2010,Manpreet Gony,3,0,39,0,1300,5,4,2,3,0
28th match (D/N),Chennai,RCB,31-March-2010,31-March-2010,Albie Morkel,4,0,40,0,1000,2,5,0,0,0
28th match (D/N),Chennai,RCB,31-March-2010,31-March-2010,Shadab Jakati,4,1,17,2,425,14,2,0,0,0
28th match (D/N),Chennai,RCB,31-March-2010,31-March-2010,Muthiah Muralidaran,4,0,21,0,525,9,2,0,0,0
28th match (D/N),Chennai,RCB,31-March-2010,31-March-2010,Chandrasekar Ganapathy,1,0,13,0,1300,1,1,1,0,0
28th match (D/N),Chennai,CSK,31-March-2010,31-March-2010,Praveen Kumar,3,0,42,0,1400,5,3,3,1,0
28th match (D/N),Chennai,CSK,31-March-2010,31-March-2010,Dale Steyn,4,0,20,1,500,10,1,0,1,0
